,评论内容
129,"满意 
 6sp 换到 8pa11 a9 提升 令人震惊 
 手机 到手 拆 先买 gsx 验证 验明 全新 无误 拆开 包装 
 黄屏 关闭 真彩 显示 外壳 瑕疵 用到 一切正常 中度 充 摄像头 效果 外放 6sp 两倍 音量 
 金色 真 好看 融合 玫瑰 金 金色 GOLD 令人 惊艳 
 信 自营 令人 失望 "
130,手感 不错 背面 漂亮 京东 物流 很快 一段时间 感觉 ios 系统 用安卓用 时间 长 想 苹果 ios 换 充电 太慢 续航 能力 不错 
131,国行 未激活   价格 真的 超值   建议 入手   银色 超级 喜欢 女孩子 沉   晚上 玩 手机 相比 单手 挺 累   纠结 xr 8p   实体店 试 两个 手感   新旧 概念   喜欢 屏   受不了 刘海 屏   选择 8p   喜欢 home 键 震动 反馈   爱 
132,第一次 苹果 手机 京东 买 挺 拿到 查 序列号 保修期 一年 新手机 检查 外观 损伤 开心 体验 苹果 手机 真的 流畅 真的 比安卓 手机 流畅 试 音质 不错 试用 第二天 整体 感觉 不错 点赞 充电 三个 小时 充满 电池 电挺 拿到 晚上 我冲 第二天 一天到晚 点钟 上午 玩 下午 玩 晚上 玩游戏 晚上 九点 充电 希望 
133,这款 iPhone 不错 表现 不像 iPhone   X 采用 双层 主板 8plus 散热 性能 好于 iPhone   X 这款 手机 印象 
134,整体 不错 样子 很漂亮 苹果 x 喜欢 8p 流畅 查 序列号 正品 未激活 手机 手感 
135,一个月 用查 序列号 开封 时间 京东 值得 8p 通病 发烫 玻璃 后盖 手感 舒服 红色 好看 金色 红色 之间 纠结 选 红色 256g 内存 经用 总得来说 满意 
136,帮 姐姐 喜欢 面容 ID 选个 指纹 红色 特别 靓 跑 分 高速度 很快 系统 运行 特别 流畅 不错 
137,8p 6p 指纹识别 秒 开屏 电池容量 超级 耐用 听筒 位置 喇叭 电影 听歌 立体声 玫瑰 金 好看 好看 一部 苹果 手机 国行 完美 
138,关注 手机 很久   买 内存   感 超级 棒   很快 很快 很快   深空 灰 真的 超级 好看   高级 感   像素   音质 good   喜欢 朋友 买   舒服   买过   太小 
139,显示 效果   屏幕   运行 速度   6p 很卡换 感觉 太 流畅   拍照 效果   效果 不错 人像 摄影 模式   电池 续航   玩 几把 游戏 晚上 到家 30% 多电     手机 满意 
140,最强 续航 iphone   双摄 不错   内存   满意   用惯 ios 懒得 折腾   一键 备份 一键 还原   无缝 对接 新旧 手机   便捷 度 拒绝   特别 喜欢 刘海 屏 
141,操作系统 新颖 市面上 手机 像是 淘汰 机器 手机 第二条 手机 质感 用料 真的 看得出 苹果 选 材料 第三条 系统 运行 速度 很快 其他人 智能手机 缓慢 情况 第四条 屏幕 显示 值 特别 效果 一流 图片 电影 玩游戏 表现 第五条 主题 漂亮 图标 更改 比较简单 电池 续航 能力 不错 图 不错 
142,新机 破损 缺陷 外观 满分 挺 沉 官 网查 手机 流畅 相机 播放器 软件 用起 流畅 棒 心情舒畅 第二天 官网 公众 号查 正品 棒 
143,坚固耐用 精密 工艺 令 机身 无惧 水溅 灰尘 侵袭 视网膜 高清 显示屏 采用 原彩 显示 技术 双 镜头 摄像头 具备 光学图像 防抖 功能 系统 灵敏 丝 顺滑 
144,不太懂 苹果 手机 不错 一切正常 官网查 保修 日期 365 天 爱思 助手 上查 充电 次数 次 CH 正品 国 行货 用得 不卡 玩游戏 贱爽 特别 喇叭 超 低音 
145,很漂亮 流畅 清晰度 声音 双 喇叭 感觉 闷 撞沉 主 按键 6P 好用 无线 充电 续航 不错 轻中度 够 相机 6P 差 昏暗 拍摄 ldquo 时 rdquo 雪花 点 照片 6P 清晰 锐利 颜色 更真 
146,学生 党 降价 买 评论 有好有坏 选择 京东 到货 迟迟 激活 查看 手机 外观 盒子 背后 序列号 型号 激活 前提 官网查 正品 激活 听 同学 下载 兔 兔 测评 真机 真机 没什么 希望 京东 失望 往后 追评 
147,"好评 赞 
 京东 速度 够快 当天 达 
 手机 正品 瑕疵 期间 懂 打过 电话 客服 很快 解决 态度 
 半个 月 感觉良好 流畅 度 不用说 耳机 很赞 手机 自带 扬声器 外放 带感 
 电池 还好 充 电 
 想吐槽 充电器 helliphellip 自带 充电器 充电 真的 慢 买 充想 快充 充电 宝 
 一点 手机 挺重 钢化 膜 保护 壳 helliphellip "
148,漂亮 好用 流畅 做工 扎实 完美 IOS12 电池 续航 一整天 屏幕 细腻 京东 物流 很快 完美 配合 视频 软件 中度 一整天 电池 绰绰有余 
149,运行 速度 舒服   6sp 感觉 打游戏     内存 够   外观 很漂亮   总体 感觉 打游戏 流畅   iphone 好用   李 giaogiao 
150,昨天 收到 感觉 真心 不错 运行 速度 挺快 拍照 效果 不错 手感 颜色 样子 满意 喜欢 
151,反应速度 玻璃 手感 特别 舒服 外观 点 iphone   系列 外观 延续 挺 耐看 过年 活动 力 京东 自营 五星 好评 双摄 效果 出众 
152,买 这款 膜 正品 质量 一款 产品 贴 清晰 屏幕显示 光线 柔和 外观 好看 包装 上档次 屏幕 清晰 正品 贴 手机 搭配 白边 气泡 情况 手感 舒适 触摸 手机 灵敏 滑动 手感 不错   好用 
153,iPhone   6s   手里 8p   真的 质 飞跃   大大的 大气   黑色 沉稳   女生 手里 毫不费力   赞   喜欢 苹果 系统   支持 机子   大大的   感觉 视野 开阔   事业 开阔   新手机 新气象   新 加油   京东 配送   小哥 速度 超快   晚上 下单   第二天 中午 到手   赞   未激活 新机   放心 购买 
154,京东 送货 习惯 一大 特色 喜欢 手机 包装 贵重物品 磕碰 收到 货 放心 先查 序列号 国行 拆封 激活 查询 包括 官网 查询 国航 正品 开机 很快 预装 1125 升级 1126 禁用 系统升级 手感 棒 47 习惯 还好 慢慢 喜欢 大屏 手机 8P   64G 够用 正好 活动 期间 购买 感觉 划算 唯一 不爽 原因 买 新手机 旧 手机 修好 本来 这人用 手机 节俭 手机 买 8P 不管怎么 说 京东 手机 值得 购买 多年 没买过 假货 翻新 货 差评 我会 支持 京东   mdashmdash   京东 用户 私信 必回 
155,几天 喜欢 流畅 朋友 帮忙 查 说 正品 满意 后续 只能 
156,乔布斯 纪念 机用 四年 换用 OPPO 两年 回 苹果 华为 有徕 卡三摄 色彩 饱满 久 视觉 疲劳 入 苹果 坑 屏幕 细腻 美观 大气 喜欢 电池 耐用 赞 
157,想 买   买   流畅   舒服 很大   画质     苹果 一点   系统 真不错 
158,苹果 手机 过安卓 手机 苹果 好用 流畅 电池 续航 不错 下载 五六 集 电视剧 完 上网 聊天 机不离 手 耍 手机 八点 出门 用到 晚上 八点 20% 电量 不错 拍照 效果 很棒 扬声器 声音 很大 
159,外观 大小 没什么 变化 系统 流畅 不像 6PLUS 卡得 狗 相机 拍照 像素 高全 玻璃 机身 担心 摔 买 手机 壳 瞬间 笨重 
160,手机 后边 一层 玻璃 好看 无线 充电 不错 电池 过度 玩 充 电能 顶 系统 流畅 舒服 
161,手机 运行 速度 外观 漂亮 查 序列号 正品 拿到 那天 激活 深空 灰刚 拿到 白色 屏幕 黑边 习惯 还好 手感 重 47 寸屏 全 键盘 单手 打字 体验 相机 真的 很棒 
162,Apple   iPhone   X   A1865   64GB 说 苹果 系统 手机 贵 买 同事 苹果 5s 拿到 手 沉垫 垫 厚重感 oled 屏幕 惊艳 屏幕 手机 很爽 说 烧 屏幕 后续 
163,续航 能力 太强大 出门 不用 充电 宝 玩 晚上 回去 一半 电 外观 好看 说 金色 金 粉色 阳光 自然光 粉色 喜欢 死 
164,"拍照 效果 说 模式 厉害 
 运行 速度 很快 流畅 8plus 升级 太 舒服 
 有个 声音 百度 好像 升级 软件 总体 "
165,买回来 半个 月 不错 流畅 nice iPhone6 相比 天上 地下 全 网通 电信卡 支持 nice 信号 稳定 玩 荣耀 没什么 发热 值得 购买 京东 给力 在外 出差 送到 酒店 里 
166,星期 屏幕 很大 清晰 电池 耐用 运行 速度 很快 手感 玻璃 后屏 超级 美 京东 做 电子产品 起家 可以信赖 本来 想 买 华为 p20 喜欢 iOS   系统 买 苹果 一点 失望 这台 用个 几年 还会 苹果 一键 转移 资料 超级 图片 实在 懂 拍图 凑合着 看吧 
167,天气 原因 情人节 那天 收到 手机 很晚 开心 正品 新机 查过 放心 手机 漂亮 爱不释手 当天 玩 凌晨 两点 纠结 买 苹果 款 推荐 推荐 8p 感觉 7p 好看 个人观点 纠结 颜色 选择 金色 是因为 金色 以往 精致 玻璃 面 好看 玻璃 面 粘 指纹 选择 灰黑色 指纹 灰黑色 好看 男生 适合 一点 女生 推荐 金色 搭配 手机 壳 手机 流畅 度 两天 时间 比较满意 发现 追评 
168,手机 收到 手感 不错 金色 好看 好像 正品 激活 手 体验 手机 壳 钢化 膜 买 玻璃 碎 买个 完美 手机 壳 手机 过程 中 外观 磕碰 划痕 发货 速度 很快 辛苦 快递 大哥 京东 希望 几千块 钱 买 体验 追加 
169,买 纠结 买 x 8P 还来 选择 8P 物流 很快 下单 第二天 手机 瑕疵 很快 电池 玩游戏 有余 玩游戏 电影 手机 发烫 放 音乐 音质 特别 满意 红色 8P 特别 张扬 女孩子 感觉 不错 买回来 几天 京东 降 200helliphellip 
170,显示 效果     运行 速度     流畅   拍照 效果     电池 续航   好用   电池 续航 能力 强     宝贝   全新 全套 原装 配件   值得 购买 
171,一个月 评价 电池 续航 不错 配合 AirPods 感应 灵敏 喜欢 尺寸 屏幕 苹果 屏幕 X 方向 发展 喜欢 经典 尺寸 比例 月 号 活动 双六双 入手 白条 分 期 618 确实 降价 拆封 希望 京东 推出 越来越 活动 
172,挺好用 机子 爱思验 没什么 第一次 京东 买 贵 东西 收货 前 不安 放下 块 石头 先用 打算 三年 
173,快递 真心 赞     第一次 苹果 系统   比安卓快       喜欢 镜面 手机     手感 超好 
174,手机 运行 流畅 大型 游戏 运行 外观 完好 总体 满意   喜欢 入手 
175,大屏幕 舒服 文字 照片 视频 舒适 色彩 还原 逼真 恰到好处 拍照 质量 好能 媲美 相机 操作 简单 画面 自然 和谐 浓浓的 p 图感 原图 感觉 
176,帮 朋友 购买 第一 物流 县城 隔天 正品 外观 瑕疵 屏幕 完好 第三 很爽 流畅 纠结 几款 推荐 这款 香 
177,犹豫 买选来 选去 买 质量 保障 查询 正品 拿到 手 那刻 手机 太靓 太 好看 手 感触 感 前所未有 棒 不错 通话质量 充电 速度 苹果 一贯 水准 续航 能力 相 提升 希望 进一步提高 音质 nice 无论是 外放 耳机 效果 舒服 一如既往 清晰 色彩 饱和度 提升 大大的 赞 
178,电量 久 一充 够用 手感 摄像头 像素 杠杠 大屏 看电视 舒服 不卡 很棒 苹果 实体店 便宜 一千多块 
179,手机 收到 大爱 黑色 手里 质感 运行 流畅 电池 巅峰 值 时期 查 序列号 这是 第一次 京东 买手机 失望 手机 进一步 验证 中 
180,手机 外观 漂亮 8p 稍重 用安兔 兔 测试 跑 分 208 万跑 分看 网友 评论 查 序列号 M 开头 真机 非官 翻机 体验 一两天 游戏 顺畅 第一次 体验 iOS 系统 总体 满意 习惯 
181,外观 7plus 一个样 屏幕 分辨率 高清晰 苹果 新 处理器 A11 运行 速度 满意 手机 运行 流畅 不卡顿 背面 采用 玻璃 材质 不错 握持 手感 金色 带有 红色 算 满意 用用 升级 系统 还好 hellip 再用 再评 
182,犹豫 久 买 买 感觉 不错 手机 运行 压力 不发 烫手 感 特别 物流 很快 总体 满意 谢谢 
183,颜色 颜值 好看 拍照 清晰 所见即 拍 吊炸天 黑 科技 体验 没说 苹果 拍 视频 能力 手机 算是 第一 接受 反驳 人像 效果 无线 充电 nfc 刷 地铁 强大 流畅 飞起 两个 手机 这是 第三个 内存 流畅 ios 开放 开发 很丝 滑 柔顺 喜欢 很棒 手机 苹果 手机 
184,"正品 全新 未激活 京东 买 东西 放心 
 手机 流畅 续航 换成 双面 玻璃 缘故 7P 沉 感觉 设计 倒 适合 银色 耐看 干净 典雅 "
185,这部 手机电池 如果说 玩游戏 速度 挺快 买 一款 手机 旧 手机 不好 部手机 完美 桃红色 背心 没多久 挺 喜欢 女孩子 特别 喜欢 红色 红色 显示 高贵 喜欢 不错 下次 光顾 京东 速度 拍照 不错 感谢 京东 
186,早就 想 入手 一部 8p 关注 久 正好 赶上 苹果 降价 入手 苹果 系统 完美 流畅 卡顿 现象 这款 8p 外观 经典 很大 气后 壳 玻璃 材质 手感 不错 信赖 京东 品质 保证 
187,说真的 vivo 手机 好用 久 切换 软件 不卡 手感 不错 国产手机 真的 越来越 值得 购买 值得 推荐 
188,官 网查 序列号 显示 ldquo 请 iphonerdquo 说实话 第一次 京东 买 东西 感觉 不错 鱼龙混杂 
189,外观 很漂亮   手感   手机 全新 正品   国行   查询 序列号   快递 很快   当天 晚上 七点 下单   第二天 九点 收到   感觉 真不错 
190,一个月   确实 流畅 64G 够用 玩游戏 卡   耗电 支持 充用 ipad 充电 头 充电 很快   两 小时 充满 花 二三十块 钱 网上 买个 绿联 支持 5V   24A 充电 头 省钱 快充 方案 
191,安卓 系统 手机 第一次 苹果 ios 系统 andriod 系统 流畅 系统 灵敏 外观 时尚 大气 想象 中 完美 价格 比官 网上 优惠 值得 入手 
192,京东 送货 速度 很快 手机 查     正品 黑色 64G 很漂亮 这是 第二个 手机 京东 购买 不错 手机电池 续航 能力     新手机 肯定 续航     待机   不错 网上 说 苹果 电池 道理 数据 检测 为准 手机 消耗品 更何况 电池 买 这么久 评论 想 果粉 验证 
193,白色 很漂亮 颜值 高 平时 流畅 厉害 直观 这块 屏幕显示 效果 真棒 符合 小贵 
194,手机 顺手 打字 顺手 太 宽 单手操作 摄像头 挺 好比 7p 色彩 鲜艳 满意 
195,"终于 果粉 大军 第一次 买 8p 手机 想想 激动 
 设置 挺 麻烦 率 挺 高 一脸 懵 逼 王者 荣耀 超级 流畅 有空 测试 "
196,京东 苹果 大减价 买 买 两台 8p 老婆 买 一台 做 生日礼物 同事 代买 一台 打白条 分 三期 免息 手机 拿到 满意 xr 好看 便宜 更好 屏 刘海 屏丑 运行 速度 很快 女生 喜欢 8P 外观 好看 
197,显示 效果   手机 中 no1   运行 速度   运速 手机 之王 解释   拍照 效果   清晰 够 亮够 酷   电池 续航   玩游戏     嗨 购物 价格 实惠 公道 物美价廉 
198,几年 iphone   iphone8Plus   好看 依然 保留 设计 运行 流畅 A11 仿生 处理器 无线 充电 airpods 音效 确实 不错 
199,物流 一如既往 地快 包装 完好 手机 贴 一层 防尘 膜 运行 速度 灵敏 电池 耐用 总体 感觉 不错 
200,续航 拍照 强大 不愧 苹果 屏幕显示 清晰 细腻 功能强大 不卡 手感 戴套 刚刚 送货 速度 京东 值得 信赖 满意 五星 好评 
201,"正品 新 机子 查 序列 码用 
 屏幕 几代 护眼 舒服 
 机子 流畅 新 机子 功能 百度 挺 哒 
 哈哈哈 安卓 app 
 反正 
 买 学生 党 利息 信贷 公司 高 挺不错 "
202,半个 月 真的 喜欢 三星 粉 苹果 买 pad 红色 特别版 漂亮 电池 内存 满意 做 测评 目测 够用 几日 京东 入 设备 希望 优惠 
203,运行 速度 很快 手感 不错 苹果 6sp 苹果 xs 咋么样 说 xs 信号 差 有没有 大神 告知 
204,手机 很漂亮 屏幕 很大 舒服 背面 好看 新 功能 介绍 教 便捷 苹果 手机 待机 续航 时间 很长 不间断 打电话 发微信 隔 电 
205,官方 正品 指纹识别 灵敏 运行 流畅 打游戏 棒 一点 不卡顿 这款 手机 实在 说 不好 屏 体验 
206,111 号 一早 直降 800 买好 送 老婆 手机 收到 后边 拍 视频 拆箱 网上 说 担心 没想到 宝贝 给力 12 月 生产 新机 官网查 保修 2019110 号 新 机器 
207,男人 骚红 酷毙了 一点 不害羞 本命年 手机 正品 无误 品相 完美 充电 月份 生产 喜欢 X 习惯 指纹 解锁 支付 
208,抱歉 收货 晚 回去 测试 完好无损 卖家 有问有答 回复 干脆 爽快 果断 点赞 
209,收到 满意 瑕疵 金色 颜色 偏粉 特别 适合 女性 机身 采用 玻璃 设计 一切正常 无线 充电 特别 喜欢 这项 设计 人像 模式 玩游戏 卡顿 指纹 灵敏 
210,"舒服 5s 跳到 8p 提升 大屏幕 够 电视剧 5s 舒服 5s 英寸 太小 
 打开 软件 速度 很快 拍照 不错 听歌 音量 挺 大声 音质 不错 中度 使用者 续航 "
